id|rightsId|version
010008F00F476800|00000000000000000000000000000000|131072
010009000AC2A800|00000000000000000000000000000000|196608
010009000AC2B001|00000000000000000000000000000000|0
010009000AC2B002|00000000000000000000000000000000|0
010009000AC2B003|00000000000000000000000000000000|0
010009000AC2B004|00000000000000000000000000000000|0
010009000AC2B005|00000000000000000000000000000000|0
010009000AC2B006|00000000000000000000000000000000|0
0100091008272800|00000000000000000000000000000000|196608
010009100845A800|00000000000000000000000000000000|65536
0100092006814800|00000000000000000000000000000000|524288
0100092006815001|00000000000000000000000000000000|65536
0100092006815002|00000000000000000000000000000000|65536
0100092006815003|00000000000000000000000000000000|65536
0100092006815004|00000000000000000000000000000000|65536
0100092006815005|00000000000000000000000000000000|65536
0100092006815006|00000000000000000000000000000000|65536
0100092006815007|00000000000000000000000000000000|65536
0100092006815008|00000000000000000000000000000000|65536
0100092006815009|00000000000000000000000000000000|0
010009200681500A|00000000000000000000000000000000|0
010009200681500B|00000000000000000000000000000000|0
010009200681500C|00000000000000000000000000000000|0
010009200681500D|00000000000000000000000000000000|0
010009200681500E|00000000000000000000000000000000|0
010009300D31C800|00000000000000000000000000000000|65536
010009400DD38800|00000000000000000000000000000000|131072
010009400DD39001|00000000000000000000000000000000|0
0100095009236800|00000000000000000000000000000000|65536
010009500C30C800|00000000000000000000000000000000|131072
010009800203E800|00000000000000000000000000000000|327680
010009800203F001|00000000000000000000000000000000|0
010009800203F002|00000000000000000000000000000000|0
010009800203F003|00000000000000000000000000000000|0
010009800203F004|00000000000000000000000000000000|0
010009800203F005|00000000000000000000000000000000|0
010009800203F006|00000000000000000000000000000000|0
010009800203F007|00000000000000000000000000000000|0
010009800203F008|00000000000000000000000000000000|0
010009900947A800|00000000000000000000000000000000|262144
010009900947B001|00000000000000000000000000000000|0
010009900947B002|00000000000000000000000000000000|0
010009900947B004|00000000000000000000000000000000|0
010009900947B005|00000000000000000000000000000000|0
010009900947B006|00000000000000000000000000000000|0
010009900947B007|00000000000000000000000000000000|0
010009900947B008|00000000000000000000000000000000|0
010009900947B009|00000000000000000000000000000000|0
010009900947B00A|00000000000000000000000000000000|0
010009900947B00B|00000000000000000000000000000000|0
010009900947B00C|00000000000000000000000000000000|65536
010009900947B00D|00000000000000000000000000000000|65536
010009900947B00E|00000000000000000000000000000000|65536
010009900947B00F|00000000000000000000000000000000|65536
010009900947B010|00000000000000000000000000000000|65536
010009900947B011|00000000000000000000000000000000|65536
010009900947B012|00000000000000000000000000000000|65536
010009900947B013|00000000000000000000000000000000|65536
010009900947B014|00000000000000000000000000000000|65536
010009900947B015|00000000000000000000000000000000|65536
010009900947B016|00000000000000000000000000000000|65536
010009900947B017|00000000000000000000000000000000|65536
010009900947B018|00000000000000000000000000000000|65536
010009900947B019|00000000000000000000000000000000|65536
010009900947B01A|00000000000000000000000000000000|65536
010009900947B01B|00000000000000000000000000000000|0
010009900E170800|00000000000000000000000000000000|196608
010009B00D33C800|00000000000000000000000000000000|262144
010009E001D90800|00000000000000000000000000000000|65536
010009E00F49C800|00000000000000000000000000000000|65536
010009F004E66800|00000000000000000000000000000000|65536
01000A0004C50800|00000000000000000000000000000000|196608
01000A001171A800|00000000000000000000000000000000|262144
01000A001171B001|00000000000000000000000000000000|0
01000A001171B002|00000000000000000000000000000000|0
01000A001171B003|00000000000000000000000000000000|0
01000A001171B004|00000000000000000000000000000000|0
01000A001171B005|00000000000000000000000000000000|0
01000A00135DC800|00000000000000000000000000000000|196608
01000A10041EA800|00000000000000000000000000000000|65536
01000A10041EB001|00000000000000000000000000000000|65536
01000A10041EB003|00000000000000000000000000000000|65536
01000A10041EB004|00000000000000000000000000000000|65536
01000A10041EB005|00000000000000000000000000000000|65536
01000A10041EB008|00000000000000000000000000000000|65536
01000A400DA58800|00000000000000000000000000000000|1114112
01000A600EA88800|00000000000000000000000000000000|131072
01000A601139E800|00000000000000000000000000000000|65536
01000A6013F86800|00000000000000000000000000000000|196608
01000A800B998800|00000000000000000000000000000000|131072
01000AA0093DC800|00000000000000000000000000000000|131072
01000AA00D30E800|00000000000000000000000000000000|65536
01000AA00E4DC800|00000000000000000000000000000000|131072
01000AA013BFE800|00000000000000000000000000000000|65536
01000AB00E73A800|00000000000000000000000000000000|131072
01000AB013742800|00000000000000000000000000000000|65536
01000AD012D3A800|00000000000000000000000000000000|65536
01000B2006E06800|00000000000000000000000000000000|65536
01000B2006E07001|00000000000000000000000000000000|0
01000B20117B8800|00000000000000000000000000000000|65536
01000B400E53A800|00000000000000000000000000000000|196608
01000B500EB22800|00000000000000000000000000000000|65536
01000B700EC23001|00000000000000000000000000000000|0
01000B700EC23002|00000000000000000000000000000000|0
01000B700EC23003|00000000000000000000000000000000|0
01000B700EC23004|00000000000000000000000000000000|0
01000B700EC23005|00000000000000000000000000000000|0
01000B700EC23006|00000000000000000000000000000000|0
01000B70122A2800|00000000000000000000000000000000|65536
01000B8010EAC800|00000000000000000000000000000000|65536
01000B900D8B0800|00000000000000000000000000000000|458752
01000B900D8B1001|00000000000000000000000000000000|327680
01000B900D8B1002|00000000000000000000000000000000|393216
01000B900D8B1003|00000000000000000000000000000000|393216
01000B900D8B1004|00000000000000000000000000000000|327680
01000BA00CD2C800|00000000000000000000000000000000|131072
01000BB00E9D2800|00000000000000000000000000000000|262144
01000BD00CE64800|00000000000000000000000000000000|131072
01000BD012A6C800|00000000000000000000000000000000|131072
01000BF00B6BC800|00000000000000000000000000000000|65536
01000BF00BE40800|00000000000000000000000000000000|65536
01000C000C966800|00000000000000000000000000000000|65536
01000C1011960800|00000000000000000000000000000000|65536
01000C2013972800|00000000000000000000000000000000|65536
01000C6011AC2800|00000000000000000000000000000000|131072
01000C7003FE8800|00000000000000000000000000000000|196608
01000C800FADC800|00000000000000000000000000000000|65536
01000C900A136800|00000000000000000000000000000000|65536
01000C900A137001|00000000000000000000000000000000|0
01000CA004DCA800|00000000000000000000000000000000|851968
01000CA004DCB001|00000000000000000000000000000000|0
01000CA004DCB002|00000000000000000000000000000000|0
01000CB00AC64800|00000000000000000000000000000000|65536
01000CC013E42800|00000000000000000000000000000000|65536
01000CE002072800|00000000000000000000000000000000|131072
01000CF0084BC800|00000000000000000000000000000000|131072
01000D1006CEC800|00000000000000000000000000000000|65536
01000D100D99A800|00000000000000000000000000000000|131072
01000D100DCF8800|00000000000000000000000000000000|131072
01000D1011EF0800|00000000000000000000000000000000|131072
01000D200AC0C800|00000000000000000000000000000000|65536
01000D200C180800|00000000000000000000000000000000|393216
01000D200C7A4800|00000000000000000000000000000000|65536
01000D5005974800|00000000000000000000000000000000|393216
01000D500B628800|00000000000000000000000000000000|131072
01000D500D08A800|00000000000000000000000000000000|65536
01000D600EFC4800|00000000000000000000000000000000|131072
01000D60126B6800|00000000000000000000000000000000|131072
01000D6013D36800|00000000000000000000000000000000|65536
01000D70049BE800|00000000000000000000000000000000|327680
01000D700BE88800|00000000000000000000000000000000|65536
01000DC00AF1C800|00000000000000000000000000000000|131072
01000DC00EBBE800|00000000000000000000000000000000|65536
01000DF00EBBA800|00000000000000000000000000000000|65536
01000DF01234A800|00000000000000000000000000000000|196608
01000E00089FA800|00000000000000000000000000000000|131072
01000E000DD40800|00000000000000000000000000000000|196608
01000E000EEF8800|00000000000000000000000000000000|131072
01000E10094D0800|00000000000000000000000000000000|131072
01000E100A470800|00000000000000000000000000000000|65536
01000E10133B2800|00000000000000000000000000000000|131072
01000E2003FA0800|00000000000000000000000000000000|393216
01000E2003FA1001|00000000000000000000000000000000|0
01000E2003FA1002|00000000000000000000000000000000|0
01000E2003FA1003|00000000000000000000000000000000|0
01000E2003FA1004|00000000000000000000000000000000|0
01000E2003FA1005|00000000000000000000000000000000|0
01000E2003FA1006|00000000000000000000000000000000|0
01000E2003FA1007|00000000000000000000000000000000|0
01000E200BE10800|00000000000000000000000000000000|131072
01000E200C8D4800|00000000000000000000000000000000|131072
01000E200DC58800|00000000000000000000000000000000|131072
01000E30042F2800|00000000000000000000000000000000|65536
01000E300E2D6800|00000000000000000000000000000000|131072
01000E400ED98800|00000000000000000000000000000000|65536
01000E50134A4800|00000000000000000000000000000000|65536
01000E600B05C800|00000000000000000000000000000000|196608
01000E8009E1C800|00000000000000000000000000000000|65536
01000E800CC26800|00000000000000000000000000000000|65536
01000E800FCB4800|00000000000000000000000000000000|131072
01000E8010A98800|00000000000000000000000000000000|131072
01000EA00B23C800|00000000000000000000000000000000|131072
01000EA00D2EE800|00000000000000000000000000000000|65536
01000EA00D2EF001|00000000000000000000000000000000|0
01000EA00D2EF002|00000000000000000000000000000000|0
01000EA00D2EF003|00000000000000000000000000000000|0
01000EB00BE02800|00000000000000000000000000000000|65536
01000EC00AF98800|00000000000000000000000000000000|65536
01000EC010BF4800|00000000000000000000000000000000|196608
01000EC01212E800|00000000000000000000000000000000|65536
01000ED00E39A800|00000000000000000000000000000000|65536
01000ED00E39B001|00000000000000000000000000000000|0
01000ED00E39B00D|00000000000000000000000000000000|0
01000ED00F64E800|00000000000000000000000000000000|65536
01000EE010B40800|00000000000000000000000000000000|65536
01000F0002BB6800|00000000000000000000000000000000|917504
01000F0002BB7001|00000000000000000000000000000000|0
01000F0007D92800|00000000000000000000000000000000|393216
01000F1008C92800|00000000000000000000000000000000|131072
01000F20083A8800|00000000000000000000000000000000|65536
01000F20102AC800|00000000000000000000000000000000|131072
01000F20117E6800|00000000000000000000000000000000|65536
01000F300F082800|00000000000000000000000000000000|65536
01000F400435A800|00000000000000000000000000000000|65536
01000F400C1A4800|00000000000000000000000000000000|131072
01000F5003068800|00000000000000000000000000000000|131072
01000F50130A2800|00000000000000000000000000000000|65536
01000F600B01E800|00000000000000000000000000000000|65536
01000F700DECE800|00000000000000000000000000000000|65536
01000F700DECF001|00000000000000000000000000000000|0
01000F700DECF002|00000000000000000000000000000000|0
01000FA00A4E4800|00000000000000000000000000000000|65536
01000FA010340800|00000000000000000000000000000000|131072
01000FB00AA90800|00000000000000000000000000000000|131072
01000FD00DB54800|00000000000000000000000000000000|196608
01000FD00DB55034|00000000000000000000000000000000|0
01000FD00DB55035|00000000000000000000000000000000|0
01000FD00DB55036|00000000000000000000000000000000|0
01000FD00DB55037|00000000000000000000000000000000|0
01000FD00DB55038|00000000000000000000000000000000|0
01000FD00DB5503B|00000000000000000000000000000000|0
01000FD00DB5503D|00000000000000000000000000000000|0
010010100FF14800|00000000000000000000000000000000|327680
0100101011ED2800|00000000000000000000000000000000|131072
0100101011ED3001|00000000000000000000000000000000|0
0100101011ED3002|00000000000000000000000000000000|0
0100101011ED3003|00000000000000000000000000000000|0
0100101011ED3004|00000000000000000000000000000000|0
0100101011ED3005|00000000000000000000000000000000|0
0100101011ED3006|00000000000000000000000000000000|65536
0100101011ED3007|00000000000000000000000000000000|65536
0100101011ED3008|00000000000000000000000000000000|0
0100103011894800|00000000000000000000000000000000|131072
0100103011895001|00000000000000000000000000000000|0
010010400D46B001|00000000000000000000000000000000|0
0100106010C3E800|00000000000000000000000000000000|65536
010010900F7B4800|00000000000000000000000000000000|196608
010010A009830800|00000000000000000000000000000000|196608
010010A00A95E800|00000000000000000000000000000000|196608
010010A00DA48800|00000000000000000000000000000000|196608
010010A00DA49001|00000000000000000000000000000000|0
010010A00DA49002|00000000000000000000000000000000|0
010010B00DDA2800|00000000000000000000000000000000|131072
010010D010632800|00000000000000000000000000000000|65536
010010D011E1C800|00000000000000000000000000000000|196608
010010D011ED0800|00000000000000000000000000000000|196608
010010D011ED1001|00000000000000000000000000000000|0
